customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9260-3205,Female,0,No,Yes,44,Yes,Fiber optic,Month-to-month,Yes,Credit card,64.82,2852.08,Yes
6273-9259,Female,0,Yes,No,62,Yes,No,Two year,Yes,Mailed check,30.15,1869.3,No
9393-5897,Female,1,Yes,No,51,No,Fiber optic,One year,Yes,Mailed check,60.45,3082.95,No
8870-7839,Female,0,Yes,Yes,38,No,No,Month-to-month,Yes,Bank transfer,89.61,3405.18,No
5695-5105,Female,1,Yes,Yes,4,No,DSL,Month-to-month,Yes,Mailed check,46.16,184.64,No
4892-9370,Male,0,No,Yes,70,Yes,Fiber optic,One year,Yes,Mailed check,92.76,6493.2,No
8259-4695,Female,0,No,No,54,No,No,Month-to-month,Yes,Bank transfer,39.9,2154.6,No
1665-8020,Female,0,Yes,No,58,Yes,No,Month-to-month,Yes,Mailed check,92.04,5338.32,Yes
1833-5934,Female,0,Yes,Yes,33,Yes,Fiber optic,One year,Yes,Electronic check,35.06,1156.98,Yes
2506-6724,Female,0,Yes,No,68,Yes,DSL,Two year,Yes,Mailed check,60.76,4131.68,No
4937-4994,Male,0,No,No,47,No,DSL,Two year,No,Electronic check,31.24,1468.28,No
7143-9426,Male,0,No,Yes,50,No,No,Two year,No,Electronic check,109.31,5465.5,No
9736-1120,Female,1,Yes,No,25,No,No,Month-to-month,Yes,Mailed check,115.22,2880.5,No
8523-6434,Male,0,Yes,No,14,Yes,No,Two year,No,Electronic check,93.2,1304.8,Yes
7626-8094,Male,0,Yes,Yes,23,No,No,Month-to-month,Yes,Bank transfer,59.95,1378.85,No
9238-2738,Female,0,No,Yes,69,Yes,No,Two year,Yes,Electronic check,88.69,6119.61,Yes
7406-9941,Female,0,Yes,No,57,No,Fiber optic,Two year,Yes,Credit card,35.32,2013.24,Yes
5992-4441,Female,0,No,No,2,Yes,DSL,Month-to-month,Yes,Credit card,72.64,145.28,No
1891-9992,Female,0,No,Yes,21,Yes,DSL,Two year,No,Mailed check,31.23,655.83,No
4842-2639,Female,0,No,Yes,33,Yes,DSL,Two year,No,Bank transfer,55,1815,No
6182-8017,Female,0,Yes,No,63,No,Fiber optic,Two year,No,Mailed check,75.42,4751.46,No
6877-6004,Male,0,No,Yes,29,No,Fiber optic,One year,Yes,Bank transfer,106.03,3074.87,No
9309-1511,Female,0,Yes,Yes,36,Yes,No,Month-to-month,No,Electronic check,91.29,3286.44,No
5767-3193,Female,0,Yes,No,70,No,No,Month-to-month,No,Credit card,41.88,2931.6,No
3395-8921,Female,0,No,No,65,Yes,No,Month-to-month,Yes,Mailed check,63.73,4142.45,Yes
6918-7358,Female,0,Yes,No,30,Yes,Fiber optic,One year,Yes,Electronic check,85.52,2565.6,No
7171-7201,Female,1,Yes,Yes,42,Yes,No,Two year,No,Bank transfer,76.71,3221.82,No
3276-8207,Female,0,No,No,29,No,Fiber optic,One year,No,Credit card,106.94,3101.26,Yes
6410-2856,Male,0,Yes,No,28,Yes,DSL,Month-to-month,No,Electronic check,84.79,2374.12,Yes
9399-1642,Female,1,No,Yes,21,No,DSL,Month-to-month,Yes,Mailed check,76.2,1600.2,Yes
8723-8891,Male,0,Yes,No,24,No,No,Two year,Yes,Bank transfer,112.83,2707.92,No
7196-7315,Male,0,No,Yes,24,No,DSL,Two year,No,Credit card,78.46,1883.04,Yes
1639-9706,Male,0,Yes,Yes,67,No,DSL,Two year,Yes,Mailed check,66.64,4464.88,No
9680-8028,Male,0,No,Yes,70,Yes,No,Two year,No,Credit card,56.3,3941,Yes
9908-7695,Male,1,No,No,13,No,DSL,One year,No,Mailed check,109.19,1419.47,Yes
6935-2746,Female,0,Yes,Yes,67,Yes,No,Month-to-month,No,Mailed check,87.4,5855.8,Yes
8904-3928,Male,1,No,No,69,No,No,One year,No,Credit card,93.99,6485.31,No
3650-2642,Female,1,No,No,45,No,No,Month-to-month,Yes,Mailed check,63.77,2869.65,No
2444-2049,Male,1,No,Yes,21,No,No,Month-to-month,Yes,Mailed check,66.22,1390.62,No
9099-8192,Female,0,No,Yes,5,No,Fiber optic,Two year,No,Electronic check,112.68,563.4,No
3579-2422,Male,0,No,Yes,5,Yes,No,Month-to-month,Yes,Bank transfer,43.45,217.25,Yes
6703-6693,Female,1,No,No,52,Yes,No,Month-to-month,Yes,Electronic check,73.86,3840.72,No
6570-2917,Female,0,Yes,No,52,Yes,Fiber optic,Month-to-month,No,Electronic check,74.75,3887,Yes
7269-4610,Female,0,No,No,62,Yes,Fiber optic,One year,No,Electronic check,67.23,4168.26,Yes
6603-2245,Male,0,No,No,67,Yes,No,One year,Yes,Bank transfer,29.11,1950.37,No
4965-5348,Male,1,No,No,28,No,DSL,Two year,Yes,Credit card,92.24,2582.72,No
9871-1692,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,Yes,Credit card,80.16,3687.36,No
1887-9613,Female,0,No,No,36,No,DSL,Two year,No,Credit card,41.77,1503.72,No
4452-7216,Female,1,Yes,No,51,Yes,Fiber optic,Month-to-month,No,Bank transfer,87.54,4464.54,Yes
4449-7866,Male,0,No,No,24,No,DSL,One year,No,Bank transfer,55.86,1340.64,No
8081-7240,Female,0,No,No,58,Yes,No,Month-to-month,Yes,Electronic check,90.64,5257.12,No
1781-7527,Male,0,Yes,No,2,Yes,Fiber optic,One year,Yes,Bank transfer,96.96,193.92,Yes
5222-6638,Male,0,Yes,Yes,33,No,No,Month-to-month,No,Bank transfer,45.46,1500.18,Yes
2284-7243,Male,1,Yes,No,26,Yes,Fiber optic,One year,No,Credit card,95.92,2493.92,No
6136-6191,Female,1,Yes,Yes,44,No,No,Two year,No,Electronic check,27.75,1221,No
3048-4844,Female,0,No,No,57,No,No,Two year,No,Credit card,36.4,2074.8,No
2363-2702,Female,0,Yes,Yes,51,Yes,DSL,Month-to-month,No,Electronic check,22.58,1151.58,Yes
3795-1468,Female,0,Yes,No,40,Yes,DSL,Two year,No,Credit card,81.4,3256,Yes
8126-9576,Male,0,No,No,60,No,No,One year,Yes,Mailed check,77.9,4674,No
9574-3233,Female,0,No,Yes,12,No,Fiber optic,One year,No,Bank transfer,35.26,423.12,Yes
9981-7121,Female,0,No,Yes,63,No,Fiber optic,Month-to-month,No,Bank transfer,78.51,4946.13,No
4924-9464,Male,1,No,No,32,Yes,No,Two year,No,Credit card,41.62,1331.84,Yes
5458-9060,Female,0,No,No,25,Yes,DSL,Month-to-month,No,Electronic check,82.42,2060.5,No
1134-4814,Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,No,Bank transfer,32.25,225.75,Yes
6410-2314,Male,0,Yes,No,28,No,Fiber optic,One year,No,Bank transfer,65.44,1832.32,No
5078-7304,Male,0,No,No,10,No,DSL,Month-to-month,No,Credit card,101.17,1011.7,Yes
6293-3598,Female,0,Yes,Yes,59,Yes,No,Two year,Yes,Credit card,58.13,3429.67,No
1246-3742,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,43.12,1681.68,Yes
3583-9190,Female,0,No,Yes,2,Yes,No,Two year,No,Mailed check,56.4,112.8,Yes
6690-8187,Male,0,Yes,Yes,46,Yes,No,Two year,Yes,Mailed check,67.81,3119.26,No
4057-9906,Male,0,No,No,18,No,DSL,One year,No,Bank transfer,73.19,1317.42,No
7014-8439,Female,0,No,No,71,Yes,DSL,Two year,Yes,Credit card,48.98,3477.58,No
3525-5638,Male,1,Yes,Yes,47,Yes,Fiber optic,Two year,Yes,Credit card,38.61,1814.67,No
2617-1521,Female,1,No,Yes,13,Yes,DSL,Month-to-month,Yes,Electronic check,39.8,517.4,Yes
9051-2310,Female,1,No,Yes,47,Yes,No,Two year,Yes,Electronic check,111.16,5224.52,Yes
4537-9511,Female,0,No,No,48,Yes,No,One year,Yes,Electronic check,101.78,4885.44,Yes
2728-6864,Male,0,Yes,No,25,Yes,No,Two year,Yes,Mailed check,74.73,1868.25,No
6319-7090,Female,1,Yes,Yes,24,No,No,One year,Yes,Credit card,111.48,2675.52,No
7505-1003,Female,1,No,Yes,70,Yes,Fiber optic,Two year,No,Bank transfer,114.24,7996.8,No
5521-9376,Male,0,Yes,Yes,39,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,22.13,863.07,No
2505-7550,Male,0,Yes,No,46,Yes,DSL,One year,No,Mailed check,42.83,1970.18,No
7251-2285,Male,0,No,No,23,No,No,Two year,Yes,Bank transfer,23.66,544.18,No
6231-9846,Male,0,No,No,54,Yes,DSL,Two year,Yes,Credit card,25.3,1366.2,No
3425-3165,Male,0,Yes,Yes,7,No,Fiber optic,Two year,Yes,Mailed check,62.33,436.31,No
3209-8879,Female,0,No,Yes,71,No,Fiber optic,Month-to-month,No,Credit card,95.83,6803.93,Yes
2467-2843,Male,1,No,Yes,72,Yes,DSL,Month-to-month,No,Credit card,51.69,3721.68,No
8245-3389,Female,1,No,No,25,No,Fiber optic,Two year,Yes,Bank transfer,36.59,914.75,No
3419-5713,Female,0,Yes,Yes,48,Yes,No,Month-to-month,Yes,Electronic check,43.82,2103.36,No
5237-9991,Male,0,Yes,No,58,No,DSL,One year,Yes,Mailed check,39.97,2318.26,No
5444-1869,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,39.67,2697.56,No
2631-6168,Female,0,Yes,No,35,No,DSL,Month-to-month,No,Credit card,42.65,1492.75,Yes
6465-9027,Female,0,Yes,Yes,65,No,No,Two year,Yes,Electronic check,44.24,2875.6,No
7343-1482,Female,0,Yes,No,46,No,No,One year,Yes,Bank transfer,99.57,4580.22,No
7987-6118,Female,0,Yes,No,51,Yes,DSL,Two year,No,Mailed check,60.9,3105.9,No
3378-3589,Female,1,Yes,Yes,18,Yes,DSL,One year,Yes,Credit card,117.58,2116.44,No
5485-3489,Female,0,Yes,Yes,41,Yes,No,Month-to-month,No,Credit card,114.2,4682.2,Yes
2302-8808,Male,0,Yes,Yes,4,No,No,Two year,Yes,Mailed check,42.63,170.52,Yes
1245-5421,Male,1,No,Yes,50,No,Fiber optic,Month-to-month,Yes,Mailed check,42.17,2108.5,Yes
8005-7633,Female,0,Yes,Yes,9,Yes,Fiber optic,Two year,No,Bank transfer,104.94,944.46,No
5025-9498,Male,1,No,No,69,Yes,No,Month-to-month,No,Credit card,101.05,6972.45,Yes
1893-9470,Female,0,No,Yes,25,No,Fiber optic,One year,No,Bank transfer,65.21,1630.25,No
3930-8433,Male,1,No,Yes,65,Yes,DSL,Two year,Yes,Credit card,60.53,3934.45,No
6946-2397,Male,1,Yes,No,42,Yes,No,Two year,Yes,Electronic check,31.19,1309.98,No
1840-7874,Female,0,No,No,6,Yes,Fiber optic,Two year,Yes,Mailed check,105.14,630.84,Yes
9169-9904,Female,0,No,No,24,Yes,DSL,Month-to-month,Yes,Bank transfer,21.2,508.8,No
4401-1801,Male,1,Yes,Yes,61,No,Fiber optic,One year,Yes,Electronic check,43.98,2682.78,No
7831-3920,Male,0,Yes,No,5,Yes,DSL,Two year,No,Bank transfer,110.2,551,Yes
8001-2063,Male,0,Yes,No,47,Yes,DSL,One year,No,Bank transfer,107.96,5074.12,No
9666-2436,Female,1,Yes,Yes,36,No,No,One year,Yes,Mailed check,79.98,2879.28,Yes
4812-5759,Female,0,No,No,34,No,DSL,Two year,No,Credit card,68.27,2321.18,No
4478-1185,Male,0,Yes,Yes,60,Yes,No,Month-to-month,No,Credit card,24.46,1467.6,Yes
7488-1477,Male,0,No,Yes,40,No,No,Two year,No,Electronic check,31.16,1246.4,No
9797-6490,Male,0,No,No,62,No,DSL,Two year,Yes,Credit card,35.23,2184.26,No
1510-6556,Female,1,Yes,No,41,Yes,DSL,Two year,No,Bank transfer,26.49,1086.09,Yes
4893-7088,Female,0,No,Yes,15,No,No,One year,Yes,Bank transfer,60.56,908.4,No
8907-9192,Female,0,Yes,No,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,63.49,1460.27,Yes
7350-9558,Male,0,No,No,68,No,Fiber optic,Month-to-month,Yes,Mailed check,40.11,2727.48,Yes
4438-6257,Male,0,No,Yes,12,No,Fiber optic,Month-to-month,Yes,Bank transfer,22.2,266.4,No
1249-9422,Male,0,No,No,69,No,Fiber optic,Two year,Yes,Bank transfer,34.63,2389.47,Yes
6549-9856,Male,0,No,No,35,Yes,No,One year,Yes,Mailed check,26.98,944.3,No
8304-6826,Female,0,Yes,Yes,61,Yes,DSL,One year,Yes,Electronic check,61.79,3769.19,Yes
8625-8709,Female,0,Yes,Yes,60,Yes,DSL,Two year,No,Electronic check,64.65,3879,No
8787-2849,Male,0,Yes,No,47,No,DSL,Two year,No,Bank transfer,64.42,3027.74,Yes
2752-6339,Female,1,No,Yes,37,No,No,Two year,Yes,Electronic check,59.76,2211.12,No
8063-8132,Male,0,No,No,53,Yes,No,Month-to-month,Yes,Credit card,57.61,3053.33,Yes
3886-6046,Female,0,Yes,Yes,63,Yes,No,Two year,No,Bank transfer,74.4,4687.2,No
1003-3403,Female,0,Yes,No,42,No,No,Two year,Yes,Electronic check,41.33,1735.86,Yes
5989-8122,Male,1,No,No,58,Yes,DSL,Two year,No,Bank transfer,75.89,4401.62,No
6885-2797,Female,0,Yes,No,17,No,DSL,One year,Yes,Electronic check,88.93,1511.81,No
3841-8780,Female,0,Yes,No,51,No,No,One year,No,Credit card,62.65,3195.15,No
3359-8974,Male,0,No,No,54,Yes,Fiber optic,Two year,Yes,Mailed check,21.14,1141.56,No
8373-7303,Female,0,Yes,Yes,54,No,No,Two year,No,Mailed check,64.53,3484.62,No
1548-1620,Female,0,Yes,No,1,No,No,Month-to-month,No,Credit card,110.8,110.8,No
2449-5017,Female,0,Yes,No,11,Yes,No,Two year,No,Credit card,70.66,777.26,No
5827-5738,Female,0,No,Yes,44,Yes,Fiber optic,One year,No,Bank transfer,61.26,2695.44,No
5699-8942,Male,0,No,No,8,No,No,Month-to-month,Yes,Bank transfer,99.27,794.16,No
3860-3476,Male,0,Yes,No,33,Yes,No,One year,No,Bank transfer,21.39,705.87,Yes
3525-9125,Female,0,Yes,No,31,No,DSL,Two year,Yes,Bank transfer,116.44,3609.64,No
2900-1860,Female,1,Yes,No,22,Yes,No,Two year,No,Electronic check,82.94,1824.68,No
5302-3378,Male,1,No,No,39,No,No,Two year,Yes,Credit card,86.98,3392.22,No
8074-5466,Female,0,No,No,49,No,No,Two year,Yes,Electronic check,109.94,5387.06,No
3947-6132,Female,0,No,Yes,33,No,Fiber optic,Two year,Yes,Mailed check,70.96,2341.68,No
4163-1557,Male,0,Yes,Yes,53,Yes,No,Month-to-month,No,Bank transfer,41.5,2199.5,Yes
4027-2816,Male,0,Yes,Yes,16,Yes,DSL,Two year,Yes,Credit card,84.33,1349.28,No
2022-7271,Male,0,No,No,10,No,Fiber optic,One year,No,Bank transfer,35.87,358.7,Yes
9061-2776,Female,0,Yes,No,34,Yes,Fiber optic,Month-to-month,No,Mailed check,79.81,2713.54,Yes
8305-1307,Male,1,Yes,Yes,57,No,DSL,Month-to-month,Yes,Electronic check,75.99,4331.43,Yes
9039-8833,Female,0,Yes,Yes,50,No,DSL,Two year,No,Credit card,76.31,3815.5,No
1904-2485,Female,1,Yes,Yes,1,No,No,One year,Yes,Bank transfer,52.68,52.68,No
7391-2749,Female,0,Yes,No,38,Yes,DSL,Two year,Yes,Credit card,84.75,3220.5,No
9856-6041,Female,1,Yes,No,25,Yes,DSL,Month-to-month,Yes,Mailed check,67.94,1698.5,Yes
9570-8509,Female,1,Yes,Yes,44,Yes,Fiber optic,Two year,Yes,Credit card,31.58,1389.52,No
1235-3822,Male,0,Yes,Yes,19,No,No,Month-to-month,No,Electronic check,43.78,831.82,No
6527-7586,Male,0,Yes,No,22,Yes,DSL,Month-to-month,No,Mailed check,26.18,575.96,Yes
7801-3753,Female,0,Yes,No,28,Yes,No,Month-to-month,No,Electronic check,31.83,891.24,Yes
1104-1118,Female,0,No,Yes,6,Yes,DSL,Two year,No,Mailed check,21.53,129.18,No
1616-3949,Male,0,No,No,61,Yes,DSL,Month-to-month,No,Credit card,60.38,3683.18,No
6929-9842,Female,0,No,No,54,Yes,No,Month-to-month,Yes,Electronic check,116.69,6301.26,No
1706-1885,Male,1,Yes,No,7,Yes,DSL,Month-to-month,No,Credit card,37.28,260.96,No
3881-3589,Female,0,Yes,No,33,No,No,One year,Yes,Electronic check,92.56,3054.48,No
6336-4769,Male,1,Yes,Yes,31,No,No,Two year,No,Credit card,39.48,1223.88,No
8141-3374,Male,0,Yes,Yes,31,No,DSL,One year,Yes,Electronic check,66.16,2050.96,No
3084-1525,Male,1,Yes,No,48,Yes,Fiber optic,Two year,Yes,Bank transfer,115.6,5548.8,Yes
3784-4763,Male,0,Yes,Yes,60,No,Fiber optic,Month-to-month,No,Mailed check,106.87,6412.2,No
4643-3440,Male,1,No,Yes,61,No,Fiber optic,Month-to-month,No,Mailed check,44.29,2701.69,Yes
2605-8412,Male,1,Yes,Yes,61,Yes,Fiber optic,Two year,No,Credit card,99.35,6060.35,No
8860-5994,Female,0,Yes,Yes,53,Yes,DSL,One year,No,Mailed check,83.47,4423.91,Yes
1022-2158,Male,1,Yes,No,60,Yes,No,One year,Yes,Bank transfer,81.43,4885.8,No
1898-9433,Female,0,Yes,No,55,No,No,Two year,Yes,Electronic check,80.8,4444,No
2097-4354,Female,0,Yes,No,47,No,No,Month-to-month,No,Bank transfer,37.18,1747.46,No
7929-5540,Male,0,Yes,Yes,62,Yes,No,Month-to-month,No,Bank transfer,108,6696,No
9730-5788,Male,0,No,No,58,No,No,Two year,Yes,Credit card,89.56,5194.48,No
3699-5521,Female,0,Yes,Yes,59,Yes,DSL,One year,Yes,Bank transfer,113.91,6720.69,Yes
1351-5776,Male,0,No,Yes,27,Yes,Fiber optic,One year,Yes,Credit card,53.98,1457.46,No
9686-9986,Male,0,Yes,Yes,67,No,Fiber optic,Two year,No,Bank transfer,67.64,4531.88,No
1775-3430,Female,1,No,Yes,40,Yes,Fiber optic,Month-to-month,No,Bank transfer,115.13,4605.2,No
6187-3072,Female,0,No,Yes,21,No,DSL,Month-to-month,Yes,Mailed check,43.31,909.51,Yes
3663-9743,Female,0,No,Yes,27,Yes,No,One year,No,Mailed check,56.55,1526.85,No
9313-6427,Female,0,Yes,No,64,Yes,Fiber optic,One year,Yes,Electronic check,115.07,7364.48,No
6047-1406,Female,1,No,Yes,57,No,No,Month-to-month,No,Electronic check,33.66,1918.62,No
4206-1369,Female,0,No,No,12,No,DSL,Two year,Yes,Mailed check,96.57,1158.84,No
8006-7056,Male,1,Yes,No,25,No,Fiber optic,Two year,Yes,Bank transfer,58.96,1474,No
7809-8249,Female,0,Yes,No,45,No,Fiber optic,One year,Yes,Mailed check,91.33,4109.85,No
6495-2083,Female,0,No,No,18,Yes,DSL,Month-to-month,No,Credit card,116.86,2103.48,No
5742-9037,Female,0,Yes,No,35,No,DSL,Two year,No,Mailed check,39.53,1383.55,No
8742-3034,Male,0,No,No,72,No,DSL,Month-to-month,Yes,Mailed check,45.74,3293.28,No
8872-8144,Female,1,Yes,No,32,Yes,DSL,One year,No,Electronic check,78.69,2518.08,No
3219-6855,Female,1,Yes,No,66,Yes,Fiber optic,Month-to-month,Yes,Mailed check,51.33,3387.78,No
4002-2548,Male,0,No,No,54,No,DSL,One year,No,Electronic check,70.36,3799.44,No
7111-8944,Male,0,No,No,35,No,DSL,Two year,No,Mailed check,21.26,744.1,No
2909-3150,Female,0,Yes,Yes,28,Yes,No,Month-to-month,Yes,Electronic check,60.9,1705.2,No
2943-4643,Male,1,No,No,47,Yes,Fiber optic,Two year,No,Mailed check,89.57,4209.79,Yes
8065-1696,Male,0,Yes,No,17,Yes,DSL,Month-to-month,No,Electronic check,27.62,469.54,No
3028-4365,Male,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,85.42,5210.62,No
4962-9272,Male,0,No,Yes,12,Yes,No,One year,No,Bank transfer,35.73,428.76,No
8777-7004,Male,0,Yes,Yes,25,No,DSL,Two year,Yes,Electronic check,110.57,2764.25,No
3025-8633,Male,1,Yes,Yes,46,No,Fiber optic,Month-to-month,Yes,Credit card,31.06,1428.76,No
6111-8273,Male,0,No,No,37,Yes,DSL,One year,No,Electronic check,57.71,2135.27,No
2723-7494,Male,1,No,No,25,Yes,Fiber optic,Two year,No,Mailed check,21.25,531.25,No
6548-4281,Female,0,Yes,Yes,51,No,No,Two year,Yes,Mailed check,26.34,1343.34,No
7626-8938,Female,0,Yes,No,64,No,No,Two year,No,Credit card,54.9,3513.6,No
2117-9161,Female,0,No,Yes,16,No,Fiber optic,One year,Yes,Mailed check,22.91,366.56,No
9064-8635,Male,0,No,No,20,No,No,Two year,Yes,Electronic check,84.79,1695.8,No
2951-7285,Male,0,No,No,65,No,No,One year,Yes,Electronic check,117.09,7610.85,No
7374-8986,Female,0,No,No,59,Yes,DSL,Month-to-month,No,Mailed check,68.17,4022.03,Yes
6779-5660,Male,1,No,No,72,Yes,No,Month-to-month,No,Bank transfer,68.48,4930.56,No
6855-7749,Female,0,Yes,Yes,17,No,Fiber optic,Two year,Yes,Bank transfer,57.3,974.1,No
9821-6343,Female,0,Yes,Yes,31,No,No,Month-to-month,Yes,Bank transfer,31.22,967.82,Yes
2601-9001,Male,1,No,No,35,Yes,No,One year,Yes,Bank transfer,57.02,1995.7,No
2234-9779,Male,0,No,No,65,No,DSL,Two year,No,Bank transfer,115,7475,No
9700-8786,Male,0,No,Yes,39,No,DSL,Two year,Yes,Electronic check,78,3042,No
9443-8425,Female,0,No,Yes,39,No,Fiber optic,Two year,No,Mailed check,60.6,2363.4,Yes
3420-4938,Male,0,Yes,No,28,No,Fiber optic,Two year,No,Electronic check,71.18,1993.04,Yes
5201-4868,Male,0,No,No,41,Yes,No,Month-to-month,No,Bank transfer,100.72,4129.52,No
1606-4309,Female,0,Yes,Yes,25,Yes,DSL,One year,No,Credit card,74.86,1871.5,No
1326-1906,Male,0,Yes,Yes,34,No,No,Two year,Yes,Electronic check,114.45,3891.3,No
3302-4867,Male,0,No,Yes,53,No,No,Two year,Yes,Credit card,112.43,5958.79,No
4865-7928,Male,0,No,No,12,Yes,No,Month-to-month,No,Bank transfer,101.57,1218.84,No
2850-6185,Male,0,Yes,Yes,28,No,Fiber optic,One year,No,Electronic check,68.06,1905.68,Yes
1570-1895,Female,1,Yes,No,19,No,Fiber optic,Two year,No,Bank transfer,22.07,419.33,No
5186-5929,Male,0,No,No,47,Yes,No,Month-to-month,No,Credit card,20.77,976.19,No
9055-8718,Male,0,No,Yes,21,No,No,One year,No,Electronic check,46.86,984.06,Yes
6353-8426,Female,0,No,Yes,21,No,No,Month-to-month,No,Credit card,79.01,1659.21,No
5089-9460,Male,0,Yes,No,18,Yes,Fiber optic,Month-to-month,No,Bank transfer,76.43,1375.74,Yes
3980-7447,Male,1,No,No,62,Yes,Fiber optic,Month-to-month,No,Bank transfer,39.47,2447.14,Yes
7570-8027,Female,0,Yes,Yes,72,Yes,DSL,One year,Yes,Bank transfer,88.72,6387.84,No
4677-4328,Female,0,Yes,No,22,Yes,DSL,Two year,No,Credit card,101.07,2223.54,No
3955-7693,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,91.22,4469.78,Yes
6296-7513,Male,0,No,No,31,No,DSL,One year,No,Electronic check,21.01,651.31,Yes
6804-1745,Male,1,No,No,10,Yes,No,Month-to-month,Yes,Bank transfer,111.24,1112.4,Yes
6557-8669,Male,0,No,No,51,No,DSL,Two year,Yes,Mailed check,45.51,2321.01,No
5603-6907,Male,0,No,No,19,No,DSL,One year,Yes,Mailed check,68.92,1309.48,No
8208-1871,Female,0,No,No,67,No,Fiber optic,Month-to-month,No,Credit card,94.84,6354.28,Yes
9108-1668,Male,0,Yes,Yes,24,Yes,Fiber optic,One year,Yes,Credit card,62.77,1506.48,No
3959-3757,Female,0,No,No,64,Yes,No,Month-to-month,Yes,Bank transfer,29.17,1866.88,No
2998-7458,Female,0,Yes,Yes,54,Yes,DSL,One year,Yes,Bank transfer,22.54,1217.16,No
1095-6397,Female,0,No,Yes,4,Yes,Fiber optic,Two year,No,Credit card,81.58,326.32,Yes
7248-2516,Male,1,No,Yes,28,Yes,No,One year,No,Electronic check,92.89,2600.92,No
3525-2975,Female,0,Yes,Yes,52,Yes,DSL,Month-to-month,Yes,Credit card,96.39,5012.28,Yes
8805-5398,Female,1,No,No,17,No,No,Month-to-month,No,Mailed check,67.98,1155.66,No
4673-3540,Female,0,No,No,24,No,No,One year,Yes,Electronic check,70.31,1687.44,No
5073-9570,Female,0,No,No,56,Yes,Fiber optic,One year,Yes,Mailed check,87.06,4875.36,No
5151-6823,Female,0,Yes,Yes,6,Yes,No,One year,No,Electronic check,65.54,393.24,No
6143-8454,Female,0,Yes,Yes,60,Yes,DSL,One year,Yes,Electronic check,60.79,3647.4,No
7470-2911,Female,0,No,Yes,28,Yes,DSL,Two year,No,Electronic check,62.51,1750.28,Yes
3213-1227,Male,0,No,No,52,No,Fiber optic,Two year,No,Credit card,98.85,5140.2,Yes
9824-4127,Male,0,Yes,Yes,4,Yes,Fiber optic,Two year,Yes,Mailed check,62.71,250.84,No
8947-8724,Male,0,No,Yes,61,No,DSL,Month-to-month,Yes,Mailed check,92.4,5636.4,Yes
7810-9121,Male,1,Yes,Yes,38,No,DSL,One year,Yes,Electronic check,81.78,3107.64,No
2040-5388,Female,0,No,No,63,No,DSL,Two year,Yes,Electronic check,61.36,3865.68,No
6633-8178,Female,1,Yes,No,45,No,No,One year,Yes,Mailed check,48.23,2170.35,No
6902-8738,Male,0,No,No,17,No,No,Two year,No,Credit card,101.64,1727.88,No
9089-5975,Male,0,No,Yes,62,Yes,DSL,Month-to-month,Yes,Credit card,29.89,1853.18,Yes
1523-2043,Male,0,Yes,Yes,46,No,Fiber optic,Two year,Yes,Mailed check,101.14,4652.44,No
5382-3476,Female,1,Yes,Yes,16,Yes,Fiber optic,One year,No,Bank transfer,95.4,1526.4,No
2934-4365,Male,0,No,No,15,Yes,No,Two year,Yes,Electronic check,69.72,1045.8,Yes
4307-8194,Female,0,No,No,65,No,No,Month-to-month,Yes,Bank transfer,52.79,3431.35,Yes
6908-5021,Female,0,Yes,No,44,No,No,Month-to-month,Yes,Bank transfer,56.5,2486,No
9476-2140,Male,1,Yes,Yes,55,No,Fiber optic,One year,No,Electronic check,63.37,3485.35,No
9516-5845,Male,0,No,No,22,No,DSL,One year,Yes,Mailed check,108.45,2385.9,Yes
9919-8244,Female,1,No,No,45,Yes,Fiber optic,Two year,Yes,Credit card,63.73,2867.85,Yes
4501-2520,Female,1,Yes,No,11,Yes,No,One year,No,Mailed check,71.01,781.11,No
5255-9314,Female,0,Yes,Yes,4,No,DSL,One year,No,Electronic check,91.73,366.92,No
9737-4831,Female,0,Yes,Yes,58,No,No,Two year,Yes,Credit card,53.22,3086.76,No
7974-7751,Female,0,No,Yes,49,Yes,DSL,One year,Yes,Bank transfer,64.52,3161.48,Yes
